id	word1	word2	headline
233	ensalada	cebolla	- Camarero, camarero, me aliña la ensalada? - Con el uno el pepino, con el dos el tomate, con el tres la cebolla...
234	redacción	escrito	- He escrito una redacción que ha conmovido al profesor.  - Y  ¿ cómo lo sabes ?  - Porque me ha dicho que daba pena.
235	pagamos	pagado	- Jefe, que este mes me han pagado de menos.  - Ya, pero el mes pasado le pagamos de más.  - Sí, un error se entiende, pero dos...
236	despedido	martínez	- Martínez, queda usted despedido.  - Pero, si yo no he hecho nada.  - Por eso, por eso.
237	responsable	trabajos	Para este cargo queremos a alguien que sea responsable.  - Entonces soy la persona indicada para el puesto.  - ¿Por qué lo dice? - Porque en todos mis trabajos anteriores, cuando algo salía mal, yo era el responsable.
238	récord	inscribirme	- Venía a inscribirme en el récord Guiness.  - ¿Qué ha hecho usted?  - He hecho este puzzle en un año.  - ¿Y dónde está la dificultad?  - En la caja ponía: de 4 a 5 años.
239	cuándo	comer	- Mamá, mamá, ¿Cuándo vamos a comer pan de hoy? - Mañana hijo, mañana.
240	imaginación	rica	La maestra le pregunta a Jaimito: -Si yo digo fui rica, es tiempo pasado, pero si digo soy hermosa, ¿qué es? -Exceso de imaginación.
241	verbo	corremos	En el colegio:  - Jaimito, conjuga el verbo andar  - Yo, yo,...., yo, ..... yo ando....Tú, .. esto, tú andas.....  - Más deprisa!  - Él corre, nosotros corremos, ellos corren.
242	pronombres	dime	- Jaimito, dime dos pronombres. - ¿Quién yo? - Muy bien
243	patata	patatas	El profesor pregunta:  - ¿Jaimito qué debo hacer para repartir 11 patatas para 7 personas? - Puré de patata, señor profesor.
244	titanic	oscar	El capitán del Titanic estaba en su camarote revisando los mapas cuando entra un marinero muy nervioso y le dice: –Mi capitán, tengo 2 noticias, una buena y otra mala, ¿Cuál prefiere? –Pues la verdad... mejor dame la buena porque hoy llevo un día horrible. –¡Nos van a dar 9 Oscar!
245	contó	chiste	Un par de amigos están tomando algo en un Bar y uno le dice al otro: - Oye, el otro día tu mujer me contó un chiste tan pero tan bueno, que me caí de la cama.
246	acusa	espantar	Un juez le pregunta al acusado: - Señor, se le acusa de tratar matar a su suegra con un hacha, ¿cómo se declara? - ¡Inocente, Su Señorial... ¡Sólo pretendía espantar la mosca que tenía en la frente!
247	isla	sobrecito	Como escenario, una isla desierta, y en medio de ésta un sobrecito para hacer té. Se baja el telón. ¿Cómo se llama la película? - La isla del té solo.
248	prisiones	sentarlo	Un guardia de prisiones se dirige al ajusticiado antes de sentarlo en la silla eléctrica: - ¿Un cigarrillo? - No, gracias, lo estoy dejando...
249	condenado	interroga	Un condenado a muerte se dirige un lunes hacia la sala de la silla eléctrica. Curioso, el guardia le interroga: - ¿En qué vas pensando? - Que mal empieza la semana...
251	transilvania	acércame	Está el conde Drácula muy atareado en su castillo de Transilvania reparando su ataúd: - ¡Igor! - Decidme, mi señor. - Acércame un destornillador. - Aquí lo tenéis, mi señor. - ¡El de cruz no! ¡¡El de cruz no!!
252	centurión	kleenex	Va un centurión a una farmacia: - Me da un paquete de pañuelos? - ¿De kleenex? - pregunta el farmacéutico. Y contesta el centurión: - Pañuelus, pañuelum, pañueli...
254	ésa	favorita	- Pues la postura favorita de mi mujer en la cama es la del pez - ¿La del pez? Ésa no me la conozco. - Sí, hombre... Se da la vuelta, ¡y nada!
255	fugó	desgracia	- ¿Te has enterado ya de la desgracia de Juan? - No, ¿qué le ha pasado? - Se fugó con mi esposa...
256	matrimonio	negocio	Se dice que el matrimonio es tan buen negocio... que al año ya se tienen montadas varias sucursales.
257	casar	cazar	¿Cuál es la diferencia entre casar y cazar? - Cazar: es cuando las personas matan a los animales. - Casar: es cuando las personas se matan entre ellas.
258	mosquito	mancha	Le dice el mosquito hijo a su madre: - Mamá, mamá, ¿por que tenemos que visitar cada viernes esta horrible mancha en la pared? -¡Niño!, ¡más respeto a la memoria de tu padre!
259	tocará	diálogo	- ¡Mamá!, ¡conseguí un papel en aquel casting! - ¡Qué alegría! ¿Y de qué harás? - De marido. - Bueno hijo, no te preocupes, ya te tocará un personaje con diálogo la próxima vez...
260	hungría	dondequiera	- ¿Es cierto que en Hungría hay muchos bares de copas? - Pues sí. Dondequiera que vayas, hungarito por aquí, hungarito por allá...
261	mutuo	mutua	- Un placer venir a su mutua. - Es mutuo. - Un placer venir a su mutuo.
262	bibliotecaria	perdoneme	Llega una rubia a una biblioteca, se dirige a la bibliotecaria gritando: - Quiero una hamburguesa doble con queso, patatas fritas y cocacola. - Shhhh, baja la voz, no te has dado cuenta que esto es una biblioteca - Perdoneme -(susurando)- Me pone una hamburguesa doble con queso....
263	definir	descanso	- A ver, Luisito, vas a definir ante toda la clase la palabra descanso - Pero profesor, es que no sé lo que es. - Una pista: ¿qué hace tu papá después de trabajar? - ¡Eso es lo que mi mamá quisiera saber!
264	prometedor	prometiendo	- ¿Y qué le parece ese chico? - Es un jugador muy prometedor. - ¿Es bueno? - No, pero hace cinco años que me está prometiendo jugar mejor.
265	ladrones	llevaron	- Ayer llamé a la policía porque unos ladrones robaron en mi casa y se llevaron hasta los vasos... - ¿Y los detuvo? -Si si, los de tubo y los de chupitos.
267	divorciarse	esposa	- ¿Cuál es el motivo por el que desea divorciarse? - Llevamos juntos diez años y me trata como si fuese un perro. - ¿Su esposa le maltrata? - Np, ¡quiere que le sea fiel!
268	florista	plantada	- ¿Cuál es el colmo de una florista? - Llamarse Margarita y que el capullo de su novio la deje plantada.
269	camas	respectivas	Dos faquires se encuentran en sus respectivas camas de clavos. Y uno le dice al otro: - Mañana voy al dentista. - Tú como siempre, ¡no piensas más que en el placer!
270	resistencia	aerodinámicas	- ¿Cuál es la mayor paradoja para un estudiante de Ingeniería? - Que las chicas con las curvas más aerodinámicas sean las que opongan mayor resistencia...
271	vecina	vecino	- Pepe, ¿te has fijado que el vecino besa todos los días a su mujer cuando se va al trabajo? ¿Por qué no haces lo mismo? - ¿De verdad no te imparta que bese a la vecina?
272	devolverlos	cocodrilo	- Me compré un par de zapatos de cocodrilo, pero tuve que devolverlos. - ¿Por qué? - Es que mi cocodrilo tiene cuatro patas y no le sirven solo un par...
273	pelirroja	colorado	Primer acto: El pelirrojo y su esposa. Segunda acto: El pelirrojo, su esposa y 1 hijo. Tercer acto: El pelirrojo, su esposa y 4 hijos. Cuarto acto: El pelirroja, su esposa y 12 hijas. - ¿Cómo se llama la obra? - EI Gran Cañón del Colorado.
274	marcianos	marte	Bajan los marcianos de la nave, se acercan a la casa del gallego Paco: -¿Quién es? - Venimos de Marte! -¿De marte de quién?
275	caballo	extraño	- Oiga, ¿no le parece extraño que ese caballo le haya pedido un whisky? - Pues sí, muy extraño: ese caballo siempre pide agua mineral sin gas.
277	zombienchistosos	zombies	2 zombies que cuentan chistes...zombienchistosos...?
278	móviles	teléfonos	- ¿Sábes algún chiste de tarjetas de memoria desmontables para teléfonos móviles? - SIM
279	bonito	mirando	- Señor, usted está vizco - No, lo que pasa es que tengo un ojo tan bonito que el otro se lo queda mirando
280	titanic	tampoco	- Mamá voy a ir al cine con mi novia. - ¿Vas a ver Titanic II? - ¡¡¡Mamá, esa película no va a salir!!! - Ni tú tampoco.
281	jazz	jazztin	- ¡Oye! ¿Cuál es tu música favorita? - El Jazz... - Awwww, ¿enserio escuchas Jazz? - Sí, Jazztin Bieber.
282	mentiroso	ludópata	- ¿Fumas?  - No.  - ¿Bebes?  - Nada.  - ¿Eres infiel?  - No.  - ¿Ludópata?  - Tampoco.  - Vaya, ¿tienes algún defecto?  - Bueno si, soy un mentiroso compulsivo
283	google	sugerencias	Google es una mujer. No te deja terminar una frase y ya te esta dando sugerencias.
284	pizza	pedí	- Papá ¿Sabes cuál es la diferencia entre esta pizza y tu opinión?  - ¿Cuál?  - Que la pizza si la pedí
285	conocimos	volviese	- Amor mío, me gustaría que todo volviese a ser como antes.  -¿Cómo cuando nos conocimos?  - No, antes...
286	perserev	perse	En una entrevista de trabajo - ¿Su mayor virtud? - Soy perveserant... perv... pers... perserev... per... perse... - Ya, le he entendido - Perve...Perese... pers... pe...
287	contabilidad	libros	En la librería.. - Hola, tiene libros de contabilidad? - Debe Haber, debe haber...
288	agotados	libros	- Hola, ¿tienen libros para el cansancio?  - Sí, pero están agotados...
289	cállate	nacho	- Mamá, mamá, en la escuela me echan queso amarillo en la cabeza  - Cállate Nacho y ¡deja de llorar ya!
290	metralleta	ratatatatatatatatatata	- ¿Qué hace una rata con una metralleta?- RATATATATATATATATATATA
291	preciosa	estas	- Cariño estas preciosa - Dime algo que no sepa - Aparcar.
293	parezco	miradme	- El Broccoli: Chicos miradme! Me parezco a un árbol! - La nuez: Y yo a un cerebro! - El champiñón: Y yo a un paraguas! - El plátano: Y si cambiamos de tema...?
294	tous	osito	¿De qué se murió el osito? De tous.
295	alto	mama	- Mama, mama!!! En clase soy el mas alto y el que mas sabe!! - Claro cariño... eres el profesor...
296	engórdado	discutir	- Tío, has engórdado un montón, ¿por qué? - Por no discutir - ¡Imposible, no puede ser! - Vale, pues será por otra cosa
297	cuestas	quitarme	Entre vascos:  - Oye Patxi ¿dónde vas con el coche a cuestas? - Ahí va la hostia! que se me ha olvidado quitarme el cinturón!
298	orfanato	anita	- ¿Por qué Anita mató a sus padres? - Para poder irse de excursión con el orfanato.   - ¿Y por qué mató a sus tíos? - Porqué quería ir con sus primos también
299	pinchazos	intentado	- Doctor! Cada vez que me tomo un café, noto pinchazos el ojo! - ¿Ha intentado sacar la cucharilla de la taza?
300	constipada	venimos	Entra una pareja en la consulta del médico y dice el marido: - Doctor venimos porque mi mujer esta muy constipada y ha perdido la voz. - ¿Y cual es el problema? - Que esta muy constipada y ha perdido la voz. - ¿Y cual es el problema? - ...
301	cuentos	presidente	Se encuentra Jaimito con el presidente del gobierno y le dice el presidente: - Anda!! tu eres Jaimito, el de los cuentos! Y Jaimito le contesta: - No! el de los cuentos eres tu! Yo soy el de los chistes.
302	esconden	escondido	- ¿Tu has visto alguna vez a un elefante escondido detrás de una farola? - Pues... no - Para que veas lo bien que se esconden!!
303	verdadero	tigre	- Estoy saliendo con una chica que podría ser mi hija. - ¿Sí? ¡Qué grande eres! ¡No sabes cómo me alegro! ¡Eres un verdadero tigre! Y dime: ¿quién es esa chica? - Tu hija.
304	siguen	desierto	Dos granos de arena van por el desierto: - Shhhh no te des vuelta y sigue caminando, creo que nos siguen!!
305	guapetón	conmigo	- ¿Qué le dice un 2 a un 0? - Veinte conmigo guapetón
306	opone	tarzán	- ¡Te digo que tu novio no entra en casa si no se pone los pantalones! - Lo siento, Tarzán, lo nuestro es imposible: mamá se opone.
307	tiráis	américa	El capitán tartamudo, a la conquista de América: - Cu-cu-cuando yo-yo-yo diga Ti-ti-ti-tierra, os tiráis to-to-todos al agua y a na-na-nadar hasta la costa. Al cabo de un rato: - Ti-ti-ti Y se tiraron todos al agua. - ¡Ti-ti-ti-tiburones!
308	barco	capitán	El capitán dijo: - ¡Abordar el barco! Y el barco quedó precioso
309	radio	escucho	Cuando mi suegra habla, yo escucho... en general, la radio o la televisión.
310	amarte	amorrr	Llega un hombre a su casa, de madrugada y cayéndose de borracho y le dice con voz ronca a su mujer:  - Amorrr mioo... ¡¡Voy a amarte!!  - ¡Si quieres vete a Júpiter, pero a mí déjame dormir!
311	soldado	hablamos	Un día el Capitán le dice al soldado:  - Le han mandado una carta en blanco Soldado.  El soldado responde: - Es de mi mujer. - ¿Cómo lo sabe Usted?  - Porque se enfadó y no nos hablamos.
312	ganadero	zumba	- ¿A qué te dedicas? - A mover vacas - ¿Eres ganadero? - No, monitor de Zumba
313	decirte	conocido	-Vengo a decirte que tu mujer está ahora acostada con tu mejor amigo. -Bah, ya los he visto, pero ni era mi amigo ni nada, sólo un conocido.
314	robar	ladrón	Entra un ladrón a robar un banco con un gato en la mano y dice: - ¡Manos arriba o aprieto el gatillo!
315	yourassispark	estacionado	- Buenas ¿Tiene la película llamada “Tu culo está estacionado”? - ¿Sabe el título en inglés? - Yourassispark
316	deditos	cepillo	- Doctor, me duelen mucho los pies. - Lo primero que tiene que hacer es lavarse esos pies con jabón y un cepillo. Comienza a lavarse. Al rato, grita: - Mire, doctor. ¡¡¡Deditos, como en las manos!!!
317	acuerda	spice	Van a ejecutar a dos condenados a muerte. - ¿Algún último deseo? - Me gustaría escuchar un disco de las Spice Girls. - De acuerda ¿Y usted? - Quisiera que me matasen antes.
319	enfermedad	hipocondríaco	¿Hipocondríaco yo? ¡Pero si es la única enfermedad que no tengo!
320	psicoanálisis	cómoda	- ¿Por qué no quiere tenderse? Para el psicoanálisis es fundamental que esté cómoda y tranquila. La joven accedió y sus hermosas piernas quedaron a la vista del analista. - ¿ Cómo comenzaran sus problemas? - Exactamente como ahora.
321	ring	marido	- ¡Ring! ¡Ring! - ¿Sí? - ¡Doctor mi mujer está a punto de dar a luz! - ¿Es su primer hijo? - No, soy su marido
322	breadwhatwhat	bread	- Domina el inglés - Por supuesto - A ver , ¿cómo se dice pan en inglés? - Bread! - ¿Y cómo se dice qué? - What - ¿Y panqueque? - Breadwhatwhat - .... Contratado
323	vikingo	montando	Tienes más cuernos que un vikingo montando un reno con los bolsillos llenos de caracoles.
324	kungfuntivitis	kung	- ¿De qué murió la madre de Kung-Fú? - De Kungfuntivitis.
325	baguette	panadería	Entra un hombre a la panadería y dice: - Buenos días, ¿me puede dar usted un “funcionario”? - ¿Disculpe…? - Huy perdone, quería decir una “baguette”.
326	superman	supermansitos	- ¿A que no sabes por qué los hijos de superman no discuten ni se pelean entre ellos?  - porque son todos supermansitos.
327	habéis	llamado	- ¿Como habéis llamado al niño? - Elengendro - Será Alejandro... - Es que tu no lo has visto...
328	llevas	dije	- Hombre Paco, pero tú, ¿desde cuándo llevas un pendiente? - Desde que lo encontró mi mujer en el coche y le dije que era mío...
329	conversaciones	preguntando	- ¿Cuál es su mayor defecto? - Me meto en conversaciones ajenas. - Le estoy preguntando a él.  - Perdón.
330	gustando	nuevas	- ¿Te gustan mis gafas nuevas? - No demasiado - Son progresivas - Ah bueno entonces ya me irán gustando
331	espejo	zere	¿Qué le dice una cereza a un espejo? - ¿Zere eza?
332	vampirito	vampi	Dos vámpiros que se acaban de conocer: - ¿Cómo te llamas?  - Vampi.  - ¿Vampi qué?  - Vampi Rito. ¿Y tú?  - Otto.  - ¿Otto qué?  - Otto Vampirito.
333	panadería	gafas	- ¡Doctor, doctor, creo que necesito unas gafas! - Efectivamente buen hombre, porqué esto es una panadería.
334	espada	láser	- ¿Y vosotros los Jedis, la espada láser dónde la compráis? - Aparque en el arcén, ya no hace falta ni que sople...
336	andando	cogido	- Patxi, soy Iñaki. Oye, que ya he cogido el autobús. Llego a tu casa en 30 minutos.  - Pero si se llega en 15 andando... - Ya, joder, pero pesa.
